barcode,title,author,category,callNumber
BHI00273,자전거 도둑 : 박완서 단편집,"박완서 글,한병호 그림",아 동,808.9
BHI00274,그치지 않는 비 : 오문세 장편소설,오문세 지음,일 반,813.7
BHI00275,창밖의 아이들,이선주 지음,일 반,813.7
BHI00276,존재의 아우성 : 청소년 테마 소설,김민령 외 지음,일 반,813.7
BHI00277,구달 :  최영희 장편소설,최영희 지음,일 반,813.7
BHI00278,세계를 건너 너에게 갈게 : 이꽃님 장편소설,이꽃님 지음,일 반,813.7
BHI00279,체리새우 : 비밀글입니다 : 황영미 장편소설,황영미 지음,일 반,813.7
BHI00280,허구의 삶,이금이 지음,일 반,813.7
BHI00281,독고솜에게 반하면 : 허진희 장편소설,허진희 지음,일 반,813.7
BHI00282,귤의 맛,조남주 지음,일 반,813.7
BHI00283,곰의 부탁  : 진형민 소설,진형민 지음,일 반,813.7
BHI00284,행운이 너에게 다가오는 중 : 이꽃님 장편소설,이꽃님 지음,일 반,813.7
BHI00285,모범생의 생존법  : 황영미 장편소설,황영미 지음,일 반,813.7
BHI00286,훌훌  : 문경민 장편소설,문경민,일 반,813.7
BHI00287,얼토당토않고 불가해한 슬픔에 관한 1831일의 보고서,조우리 지음,일 반,813.7
BHI00288,너를 위한 B컷  : 이금이 장편소설,이금이 지음,일 반,813.7
BHI00289,여름을 한 입 베어 물었더니  : 이꽃님 장편소설,이꽃님 지음,일 반,813.7
BHI00290,맹탐정 고민 상담소 : 이선주 장편소설,이선주 지음,일 반,813.7
BHI00291,네임 스티커  : 황보나 장편소설,글쓴이: 황보나,일 반,813.7
BHI00292,나는 복어  : 문경민 장편소설,글쓴이: 문경민,일 반,813.7
BHI00293,쉬는 시간은 나와 함께  : 신현이 소설,글쓴이: 신현이,일 반,813.7
BHI00294,고요한 우연  : 김수빈 장편소설,김수빈 글,일 반,813.7
BHI00295,네가 되어 줄게  : 조남주 장편소설,글쓴이: 조남주,일 반,813.7
BHI00296,탱탱볼  : 사건은 문방구로 모인다  : 강이라 장편소설,강이라,일 반,813.7
BHI00297,손도끼,"게리 폴슨 지음,김민석 옮김",일 반,813.7
BHI00298,사슴벌레 소년의 사랑,이재민 지음,일 반,813.7
BHI00299,푸른 사다리,이옥수 지음,일 반,813.7
BHI00300,몽구스 크루,신여랑 지음,일 반,813.7
BHI00301,열일곱 살의 털,김해원 지음,일 반,813.7
BHI00302,"내 청춘,  시속 370km : 이송현 장편소설",이송현 지음,일 반,813.7
BHI00303,우주 비행 : 홍명진 장편소설,홍명진 지음,일 반,813.7
BHI00304,더 빨강 : 김선희 장편소설,김선희 지음,일 반,813.7
BHI00305,"델 문도 = ,Del mundo : 세상 어딘가에",최상희 지음,일 반,813.7
BHI00306,"싸이퍼 = ,Cypher : 탁경은 장편소설",탁경은 지음,일 반,813.7
BHI00307,"소년아,  나를 꺼내 줘",김진나 지음,일 반,813.7
BHI00308,산책을 듣는 시간 : 정은 장편소설,정은 지음,일 반,813.7
BHI00309,"오,  사랑 : 조우리 장편소설",조우리 지음,일 반,813.7
BHI00310,할머니의 연애시대,"벌리 도허티 지음,선우미정 옮김",일 반,813.7
BHI00311,완득이  : 김려령 장편소설,김려령 지음,일 반,813.7
BHI00312,"싱커 = ,Synche",배미주 지음,일 반,813.7
BHI00313,어쨌든 밸런타인 : 강윤화 장편소설,강윤화 지음,일 반,813.7
BHI00314,푸른 늑대의 파수꾼 :  김은진 장편소설,김은진 지음,일 반,813.7
BHI00315,라이프 재킷  : 이현 장편소설,이현,일 반,813.7
BHI00316,세상에서 가장 좋은 친구가 되어줄게!,"강여울, 정수영",아 동,813.6
BHI00317,똥 봉투 들고 학교 가는 날,"박성철 지음,전복순 그림",아 동,813.6
BHI00318,찐주와 뚜식이,"이영 지음,이흙 그림",아 동,813.6
BHI00319,"민우야,  넌 할 수 있어!","고정욱, 허주연",아 동,813.6
BHI00320,목각 인형 콘서트,"이응률, 전복순",아 동,813.6
BHI00321,똥 할아버지는 못말려!,"윤수천, 박영미",아 동,813.6
BHI00322,"현수야,  넌 내 마음 아니?","노경실, 오은영",아 동,813.6
BHI00323,"아빠는 구슬치기 대왕,  나는 게임 대장","박성철, 이상윤",아 동,813.6
BHI00324,똥장군하고 놀면 안 돼요?,"원유순 글,연주 그림",아 동,813.6
BHI00325,나 때문이야,"고정욱 글,김민선 그림",아 동,813.6
BHI00326,엄마가 사랑하는 책벌레,"김현태, 박영미",아 동,813.6
BHI00327,"엄마,  우리도 함께 살아요","김혜리, 김명진",아 동,813.6
BHI00328,이야기 아저씨 청계천 징검돌,"원유순 글,류성민 그림",아 동,813.6
BHI00329,검은 바다로 간 늘보 가족  : 태안 자원봉사 이야기,"양승현, 박영미",아 동,813.6
BHI00330,뚱보라도 괜찮아,"양혜원 글,조명자 그림.",아 동,813.6
BHI00331,엄마 아빠를 바꾸다,"고정욱, 에스더",아 동,813.6
BHI00332,우리 엄마가 사라졌다,"이지현, 배성연",아 동,813.6
BHI00333,떴다! 방구차,"박성철 지음,김정진 그림",아 동,813.6
BHI00334,수상한 안경,"유지은, 순미",아 동,813.6
BHI00335,부끄러워도 괜찮아,"양승현, 주미",아 동,813.6
BHI00336,"악동 삼총사,  희망을 쏘다!","고정욱 글,경하 그림",아 동,813.6
BHI00337,가짜 독서왕,"김현태, 배종숙",아 동,813.6
BHI00338,동굴 속으로 사라진 상우,"이여누 글,김정진 그림.,29",아 동,813.6
BHI00339,혼자보다 둘이라 좋아요,"조성자, 심윤정",아 동,813.6
BHI00340,별 사이다 한 병,"홍종의, 주미",아 동,813.6
BHI00341,황금 갑옷을 빌려 줄게,"정진, 에스더",아 동,813.6
BHI00342,우리 동네 나쁜 놈,"박현숙, 배종숙",아 동,813.6
BHI00343,엄마를 돌려줘,"김애란 글,배현정 그림",아 동,813.6
BHI00344,세 번째 엄마,"이규희, 김지안",아 동,813.6
BHI00345,비행 사탕,"박현경 글,박윤희 그림",아 동,813.81
BHI00346,"(일,  이,  삼,  사!)사 형제","박현숙 글,에스더 그림",아 동,813.6
BHI00347,가족 선언문,"임지형 글,김아영 그림",아 동,813.6
BHI00348,팡팡 터지는 개그 노트,"한영미, 경하",아 동,813.6
BHI00349,달콤한 시간은 1초,"조경희 글,길고은이 그림",아 동,813.6
BHI00350,곤충 장례식,"원유순 글,조윤주 그림",아 동,813.6
BHI00351,(엉뚱한 발명가의)웃기는 알람 시계,"유지은 지음,민소원 그림.,42",아 동,813.6
BHI00352,가짜 정우 진짜 정우,"이라야, 경하",아 동,813.6
BHI00353,바퀴 귀신 가족,"원유순, 주미",아 동,813.6
BHI00354,기차가 된 아빠,"윤수천 글,에스더 그림.,45",아 동,813.6
BHI00355,별별 소식통 메콩강 마트,"원유순 글,정진희 그림",아 동,813.6
BHI00356,내 꿈은 엄마 꿈과 달라요,"홍종의 글,김요나 그림",아 동,813.6
BHI00357,나는 증인이 아닙니다,"박현숙 글,권송이 그림",아 동,813.6
BHI00358,현우에게 사과하세요,"백은하 글,정경아 그림",아 동,813.6
BHI00359,기막힌 효도,"이라야 글,고은지 그림",아 동,813.6
BHI00360,우리 집 물건 괴물,"신은영 지음,임미란 그림",아 동,813.6
BHI00361,옆집 아이가 수상하다,"윤숙희 글,홍하나 그림",아 동,813.6
BHI00362,빨간 머리 앤,"루시 모드 몽고메리 원작,무라오카 에리 편역,유즈키 기히로 그림,고향옥 옮김",아 동,808.3
BHI00363,소공녀 세라,"원작: 프랜시스 호지슨 버넷,편역: 오카다 요시에, 사사키 메에, 박은미",아 동,808.3
BHI00364,작은 아씨들,"원작: 루이자 메이 올컷,편역: 고마츠바라 히로코, 아사마 키에, 박은미",아 동,808.3
BHI00365,오즈의 마법사,"원작: 라이먼 프랭크 바움,편역: 다치하라 에리카, 기요세 아카메, 고향옥",아 동,808.3
BHI00366,알프스 소녀 하이디,"원작: 요한나 슈피리,편역: 마쓰나가 미호, 유즈키 기히로, 남궁가윤",아 동,808.3
BHI00367,이상한 나라의 앨리스,"루이스 캐럴 원작,이시이 무쓰미 편역,모리카와 이즈미 그림,남궁가윤 번역",아 동,808.3
BHI00368,보물섬,"원작: 로버트 루이스 스티븐슨,편역: 요시가미 쿄타, 타테오 레츠, 양수현",아 동,808.3
BHI00369,톰 소여의 모험,"원작: 마크 트웨인,편역: 나스다 준, 아사히카와 히요리, 남궁가윤",아 동,808.3
BHI00370,걸리버 여행기,"원작: 조너선 스위프트,편역: 시바타 가츠모, 오오츠카 요이치로, 양수현",아 동,808.3
BHI00371,키다리 아저씨,"진 웹스터 원작,고마츠바라 히로코 편역,아시 지로 그림,양수현 번역",아 동,808.3
BHI00372,플랜더스의 개,"원작: 위다,편역: 나스다 준, 사사키 메에, 양수현",아 동,808.3
BHI00373,비밀의 화원,"프랜시스 호지슨 버넷 원작,히나타 요우코 편역,아사히카와 히요리 그림,양수현 번역",아 동,808.3
BHI00374,명탐정 셜록 홈스,"원작: 아서 코난 도일,편역: 아시베 다쿠, 시로사키 아야, 양수현",아 동,808.3
BHI00375,집 없는 아이,"원작: 엑토르 말로,편역: 고마츠바라 히로코, 기노 히나타, 양수현",아 동,808.3
BHI00376,왕자와 거지,"마크 트웨인 원작,무라오카 하나코 편역,무라오카 미에 편저,다하라 히토에 그림,양수현 번역",아 동,808.3
BHI00377,어린 왕자,"원작: 앙투안 드 생텍쥐페리, 양태석, 김혜연",아 동,808.3
BHI00378,눈의 여왕,"원작: 한스 크리스티안 안데르센, 양태석, 라임스튜디오",아 동,808.3
BHI00379,괴도 아르센 뤼팽,"원작: 모리스 르블랑,편역: 아시베 다쿠, 키요세 노도카, 양수현",아 동,808.3
BHI00380,로빈슨 크루소,"원작: 대니엘 디포,편역: 시바타 가츠모, 고다마, 양수현",아 동,808.3
BHI00381,해저 2만 리,"원작: 쥘 베른,편역: 아시베 다쿠, 후지시로 요우, 양수현",아 동,808.3
BHI00382,안네의 일기,"원작: 안네 프랑크, 양태석, 김혜연",아 동,808.3
BHI00383,소공자,"원작: 프랜시스 호지슨 버넷, 양태석, 조성경",아 동,808.3
BHI00384,피터 팬,"원작: 제임스 매슈 배리, 양태석, 한송이",아 동,808.3
BHI00385,몬테크리스토 백작,"알렉상드르 뒤마 원작,오카다 요시에 편역,양수현 번역",아 동,808.3
BHI00386,아라비안 나이트,"편역: 미오 치즈루, 이이다 카나메, 양수현",아 동,808.3
BHI00387,80일간의 세계 일주,"원작: 쥘 베른, 양태석, 한송이",아 동,808.3
BHI00388,제인 에어,"원작: 샬럿 브론테, 양태석, 조성경",아 동,808.3
BHI00389,인형의 집,"원작: 헨리크 입센, 양태석, 조성경",아 동,808.3
BHI00390,15소년 표류기,"원작: 쥘 베른,편역: 아시베 다쿠, 마루타니 토모히로,앞부분  오카무라 하루에, 양수현",아 동,808.3
BHI00391,로미오와 줄리엣,"원작: 윌리엄 셰익스피어, 송윤섭, 김혜연",아 동,808.3
BHI00392,미녀와 야수,"원작: 잔 마리 르 프랭스 드 보몽,편역: 이시이 무츠미, Nardack, 양수현",아 동,808.3
BHI00393,삼총사,"원작: 알렉상드르 뒤마,편역: 오카다 요시에, 야마다 히토츠기, 양수현",아 동,808.3
BHI00394,오만과 편견,"원작: 제인 오스틴,편역: 레이죠 히로코, 미즈타니 하츠나, 양수현",아 동,808.3
BHI00395,위대한 개츠비,"원작: 프랜시스 스콧 피츠제럴드, 양태석, 김혜연",아 동,808.3
BHI00396,오페라의 유령,"원작: 가스통 르루,편역: 후지키 린, 케이, 양수현",아 동,808.3
BHI00397,잃어버린 세계,"원작: 아서 코난 도일,편역: 아시베 다쿠, 후지시로 요우, 양수현",아 동,808.3
BHI00398,사랑의 학교,"원작: 에드몬도 데아미치스, 양태석, 한송이",아 동,808.3
BHI00399,베니스의 상인,"원작: 윌리엄 셰익스피어, 양태석, 김혜연",아 동,808.3
BHI00400,위대한 유산,"원작: 찰스 디킨스, 양태석, 한송이",아 동,808.3
BHI00401,레 미제라블,"원작: 빅토르 위고,편역: 오카다 요시에, 스기, 양수현",아 동,808.3
BHI00402,삼국지,"원작: 나관중,편역: 시바타 카츠모, 노마 요타로, 최철웅",아 동,808.3
BHI00403,폭풍의 언덕,"원작: 에밀리 브론테, 양태석, 조성경",아 동,808.3
BHI00404,셰익스피어 이야기,"윌리엄 셰익스피어 원작,양태석 글,김혜연 그림",아 동,808.3
BHI00405,돈키호테,"원작: 미겔 데 세르반테스, 양태석, 한송이",아 동,808.3
BHI00406,폴리애나,"원작: 엘리너 H. 포터,편역: 타치하라 에리카, 코이누마 나나, 양수현",아 동,808.3
BHI00407,거울 나라의 앨리스,"루이스 캐럴 원작,이지현 지음,조성경 그림",아 동,808.3
BHI00408,호두까기 인형,"원작: E.T.A. 호프만, 양태석, 한송이",아 동,808.3
BHI00409,지킬 박사와 하이드,"원작: 로버트 루이스 스티븐슨, 양태석, 라임스튜디오",아 동,808.3
BHI00410,여자의 일생,"원작: 기 드 모파상, 이지현, 라임스튜디오",아 동,808.3
BHI00411,은하 철도의 밤,"원작: 미야자와 겐지,편역: 시바타 카츠모, 토베 스나호, 양수현",아 동,808.3
BHI00412,파리의 노트르담,"빅토르 위고 원작,이지현 글,라임 스튜디오 그림",아 동,808.3
BHI00413,홍당무,"원작: 쥘 르나르, 양태석, 라임 스튜디오",아 동,808.3
BHI00414,서유기,"원작: 오승은,편역: 시바타 카츠모, Ashijiro, 양수현",아 동,808.3
BHI00415,알퐁스 도데 단편선,"원작: 알퐁스 도데, 양태석, 라임스튜디오",아 동,808.3
BHI00416,바람과 함께 사라지다,"원작: 마거릿 미첼, 양태석, 김혜연",아 동,808.3
BHI00417,오 헨리 단편설,"오 헨리 원작,양태석 글,한송이 그림",아 동,808.3
BHI00418,올리버 트위스트,"원작: 찰스 디킨스, 육은숙, 조성경",아 동,808.3
BHI00419,말괄량이 길들이기,"원작: 윌리엄 셰익스피어, 양태석, 김혜연",아 동,808.3
BHI00420,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00421,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00422,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00423,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00424,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00425,흔한남매 이상한 나라의 고전 읽기,"최재훈 글,정주연 그림",아 동,813.5
BHI00426,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00427,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00428,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00429,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00430,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00431,흔한남매의 흔한 호기심 : 일상에서 만나는 과학 상식,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00432,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00433,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00434,흔한남매의 흔한 호기심,"흔한남매 원작,안치현 글,유난희 그림",아 동,404
BHI00435,흔한남매의 흔한 호기심  : 일상에서 만나는 과학 상식,"흔한남매 원작,안치현 글,유난희 그림.",아 동,404
